Title|Budget|Gross|Year
Cadillac Man|-1|27627310|1990
Chattahoochee|-1|259486|1989
Chicago Joe and the Showgirl|-1|85395|1990
Child's Play 2|13000000|28501605|1990
Le château de ma mère|-1|1477071|1990
Class of 1999|5200000|2459895|1990
Club Fed|360000|2400000|1990
Come See the Paradise|-1|847306|1990
The Comfort of Strangers|-1|1244381|1990
Corporate Affairs|-1|1006575|1990
Coupe de Ville|-1|715983|1990
Crazy People|-1|13236513|1990
A Cry in the Wild|-1|1494969|1990
Cry-Baby|11000000|8266343|1990
Cyrano de Bergerac|-1|5820020|1990
Daddy Nostalgie|-1|1108429|1990
Daddy's Dyin'... Who's Got the Will?|-1|1373728|1990
Dances with Wolves|19000000|184208848|1990
Darkman|16000000|33878502|1990
Days of Thunder|60000000|82670733|1990
Death Warrant|-1|16853487|1990
December Bride|-1|70298|1991
Def by Temptation|-1|2218579|1990
Defenseless|-1|6413375|1991
Delta Force 2: The Colombian Connection|-1|6698361|1990
Desperate Hours|-1|2742912|1990
Dick Tracy|47000000|103738726|1990
Die Hard 2|70000000|115288665|1990
Ding et Dong le film|-1|2400000|1990
La discrète|-1|229160|1990
Don't Tell Her It's Me|-1|1171762|1990
Downtown|-1|2346150|1990
DuckTales: The Movie - Treasure of the Lost Lamp|-1|18115724|1990
Eating|-1|2100538|1990
Edward Scissorhands|20000000|56362352|1990
Ernest Goes to Jail|-1|25029569|1990
Everybody Wins|-1|1372350|1990
The Exorcist III|-1|26098824|1990
Fei ying gai wak|115000000|10440032|1991
The Field|-1|1414017|1990
Fire Birds|-1|14760451|1990
The First Power|10000000|22424195|1990
Flatliners|26000000|61490000|1990
Flight of the Intruder|-1|14587732|1991
Fools of Fortune|2500000|80490|1990
The Forbidden Dance|-1|1823154|1990
The Fourth War|-1|1305887|1990
Frankenhooker|2500000|205068|1990
Frankenstein Unbound|-1|334748|1990
The Freshman|-1|21460601|1990
Full Fathom Five|-1|313214|1990
Funny About Love|-1|8141292|1990
The Gate II: Trespassers|-1|2032973|1990
Ghost|22000000|217631306|1990
Ghost Dad|-1|24707633|1990
Ghosts Can't Do It|-1|25000|1989
La gloire de mon père|-1|1710856|1990
The Godfather: Part III|54000000|66676062|1990
Goodfellas|25000000|46836394|1990
Graffiti Bridge|-1|4562778|1990
Graveyard Shift|10500000|11582891|1990
Green Card|-1|29888235|1990
Gremlins 2: The New Batch|50000000|41482207|1990
The Grifters|-1|13446769|1990
The Guardian|-1|17037887|1990
The Handmaid's Tale|-1|4960385|1990
Happily Ever After|-1|3299382|1993
Hard to Kill|-1|47410000|1990
Hardware|1500000|5728953|1990
Haunting Fear|115000|175000|1991
The Haunting of Morella|-1|1547867|1990
Heart Condition|-1|4134992|1990
Ten to Chi to|42000000|307775|1990
Henry & June|-1|11567449|1990
Henry: Portrait of a Serial Killer|111000|609939|1986
Hidden Agenda|-1|1030938|1990
Europa Europa|-1|2111018|1990
Home Alone|15000000|285761243|1990
The Hot Spot|-1|1293976|1990
House Party|-1|26386000|1990
The Hunt for Red October|30000000|120709868|1990
Dark Angel|7000000|4348368|1990
I Love You to Death|-1|16186793|1990
Impulse|-1|2544504|1990
In the Spirit|-1|281285|1990
Internal Affairs|-1|27734391|1990
Iron & Silk|-1|356077|1990
Jetsons: The Movie|-1|10900000|1990
Joe Versus the Volcano|-1|39404261|1990
Ju Dou|-1|1986433|1990
Kiljusen herrasväen uudet seikkailut|-1|7593|1990
Kindergarten Cop|26000000|91457688|1990
King of New York|-1|2554476|1990
The Krays|-1|2060847|1990
The Last of the Finest|-1|1531489|1990
Leatherface: Texas Chainsaw Massacre III|-1|5765562|1990
The Lemon Sisters|-1|3473905|1990
Life Is Cheap... But Toilet Paper Is Expensive|-1|108392|1989
Life Is Sweet|-1|1516414|1991
Lionheart|6000000|24078196|1990
Lisa|-1|4347648|1990
The Long Walk Home|-1|4803039|1990
Longtime Companion|-1|4609953|1990
Look Who's Talking Too|-1|47789074|1990
Loose Cannons|-1|5585154|1990
Lord of the Flies|-1|13985225|1990
Love at Large|-1|1436308|1990
Love or Money|-1|44445|1990
Madhouse|-1|21036771|1990
A Man Called... Rainbo|35000|1300000|1990
Maniac Cop 2|4000000|75788|1990
Le mari de la coiffeuse|-1|1155800|1990
Marked for Death|-1|46044400|1990
Martha et moi|-1|49800|1991
Martians Go Home|-1|129778|1989
Meet the Applegates|5000000|485772|1990
Memphis Belle|-1|27441977|1990
Men Don't Leave|-1|6070725|1990
Men at Work|-1|16247964|1990
Mermaids|-1|35419397|1990
Metropolitan|430000|2938208|1990
Miami Blues|-1|9888167|1990
Miller's Crossing|14000000|5080409|1990
Mindwalk|-1|774048|1990
Misery|20000000|61276872|1990
Mo' Better Blues|10000000|16153600|1990
Mortal Passions|-1|197343|1989
Mountains of the Moon|-1|4011793|1990
Mr. & Mrs. Bridge|-1|7698010|1990
Mr. Destiny|20000000|15379253|1990
Music Box|-1|6263883|1989
Narrow Margin|-1|10873237|1990
Navy Seals|-1|25069101|1990
Nema-ye Nazdik|-1|2670|1990
The Neverending Story II: The Next Chapter|36000000|16283667|1990
Night Visitor|-1|166635|1989
Night of the Living Dead|4200000|5835247|1990
Nightbreed|-1|8862354|1990
Nikita|50000000|5017971|1990
Nuns on the Run|-1|10959015|1990
The Nutcracker Prince|-1|1781694|1990
Opportunity Knocks|-1|11359129|1990
Outremer|-1|244513|1990
Overexposed|-1|577701|1990
Pacific Heights|-1|29381956|1990
Paris Is Burning|500000|3779620|1990
Porte aperte|-1|123470|1990
Postcards from the Edge|-1|37963281|1990
Predator 2|35000000|28317513|1990
Presumed Innocent|-1|86303188|1990
Pretty Woman|14000000|178406268|1990
Problem Child|-1|53470900|1990
Pump Up the Volume|-1|11541758|1990
Q & A|-1|11207891|1990
Quick Change|-1|15260154|1990
Rebro Adama|-1|239008|1990
Red Surf|-1|13136|1990
Reise der Hoffnung|-1|261718|1990
Repossessed|-1|1382462|1990
The Rescuers Down Under|-1|27931461|1990
The Return of Superfly|-1|610402|1990
Reversal of Fortune|-1|15445131|1990
Rich Girl|-1|561000|1991
Riff-Raff|-1|295444|1991
RoboCop 2|14000000|45285202|1990
Rocky V|-1|40123474|1990
The Rookie|-1|21633874|1990
Rosencrantz & Guildenstern Are Dead|-1|739104|1990
The Russia House|-1|22998000|1990
Das schreckliche Mädchen|-1|2281569|1990
The Sheltering Sky|25000000|2075084|1990
A Shock to the System|-1|3417056|1990
Short Time|-1|4010647|1990
A Show of Force|-1|152982|1990
The Shrimp on the Barbie|-1|458996|1990
Sibling Rivalry|-1|17854930|1990
Side Out|-1|449868|1990
Ski Patrol|-1|8533973|1990
Slumber Party Massacre III|-1|1242995|1990
Soultaker|242000|233150|1990
Spaced Invaders|3000000|15369573|1990
Stanley & Iris|5816000|5820015|1990
Stanno tutti bene|-1|1745470|1990
State of Grace|-1|1911542|1990
Stella|-1|20240128|1990
Streets|-1|1510053|1990
Strike It Rich|-1|541626|1990
Tales from the Darkside: The Movie|3500000|16324573|1990
Tatie Danielle|-1|604624|1990
Taksi-Blyuz|-1|169410|1990
Teenage Mutant Ninja Turtles|13500000|135270000|1990
Thousand Pieces of Gold|-1|717772|1991
To Sleep with Anger|-1|1161135|1990
Torn Apart|1800000|210444|1990
Total Recall|65000000|119394840|1990
Tremors|-1|16667084|1990
Tune in Tomorrow...|-1|1794001|1990
Due occhi diabolici|9000000|349618|1990
The Two Jakes|19000000|10005969|1990
The Unbelievable Truth|75000|546541|1989
Uranus|-1|342198|1990
Vincent & Theo|-1|2231274|1990
Vital Signs|-1|1224605|1990
Waiting for the Light|-1|808690|1990
Welcome Home, Roxy Carmichael|-1|3989297|1990
Where the Heart Is|-1|1106475|1990
White Hunter Black Heart|-1|2319124|1990
Wild Orchid|-1|11060485|1989
Wild at Heart|9500000|14560247|1990
The Witches|-1|10360553|1990
Without You I'm Nothing|-1|1218730|1990
Yo, la peor de todas|-1|52148|1990
Young Guns II|-1|44143410|1990
Dreams|12000000|1963207|1990
¡Ay, Carmela!|-1|299090|1990
¡Átame!|-1|4087361|1990
29th Street|-1|2120564|1991
35 Up|-1|922872|1991
A Fei zheng chuan|-1|141864|1990
The Addams Family|38000000|113502000|1991
The Adjuster|1500000|396573|1991
All I Want for Christmas|-1|14812000|1991
L'amant|-1|4899194|1992
Amantes|-1|1407309|1991
Les amants du Pont-Neuf|28000000|117569|1991
American Ninja 4: The Annihilation|-1|277462|1990
An American Tail: Fievel Goes West|-1|22166041|1991
And You Thought Your Parents Were Weird|-1|402539|1991
Another You|26000000|2865916|1991
Antonia and Jane|-1|1002078|1991
Article 99|-1|6375979|1992
At Play in the Fields of the Lord|36000000|1342903|1991
Atlantis|-1|138000|1991
Backdraft|-1|77868585|1991
The Ballad of the Sad Cafe|-1|184890|1991
Barton Fink|9000000|6153939|1991
Beastmaster 2: Through the Portal of Time|6000000|869325|1991
Beauty and the Beast|-1|25487028|1991
Becoming Colette|-1|218316|1991
La belle noiseuse|-1|408571|1991
Bill & Ted's Bogus Journey|20000000|38037513|1991
Billy Bathgate|-1|15965919|1991
Bingo|10000000|8667684|1991
Bis ans Ende der Welt|23000000|752856|1991
Black Robe|-1|8211952|1991
Blood and Concrete|-1|8780|1991
Bloodfist III: Forced to Fight|-1|35154|1992
Body Parts|10000000|9188150|1991
Boyz n the Hood|6000000|57504069|1991
Bright Angel|-1|158243|1991
Bugsy|40000000|49114016|1991
The Butcher's Wife|-1|9689816|1991
Cabeza de Vaca|-1|789127|1991
Cadence|-1|2070871|1990
California Casanova|350000|2800000|1991
Cape Fear|35000000|79100000|1991
Career Opportunities|-1|11336986|1991
Chameleon Street|-1|235011|1989
China Cry: A True Story|-1|4212828|1990
City Slickers|-1|124033791|1991
City of Hope|3000000|1264910|1991
Class Action|-1|24277858|1991
Close My Eyes|-1|135893|1991
Closet Land|-1|259012|1991
The Commitments|-1|14919570|1991
Company Business|-1|1501785|1991
Cool as Ice|6000000|1193062|1991
Once Upon a Crime...|-1|8669847|1992
Crooked Hearts|-1|31000|1991
Curly Sue|30000000|33691313|1991
Da hong deng long gao gao gua|-1|2603061|1991
Danzón|-1|360158|1991
Dead Again|15000000|38016380|1991
Deceived|-1|28738096|1991
Defending Your Life|-1|16371128|1991
Delicatessen|24000000|1794187|1991
Delirious|-1|5546827|1991
Delusion|1000000|233488|1991
Dice Rules|-1|637327|1991
Doc Hollywood|-1|54830779|1991
The Doctor|-1|38120905|1991
Dogfight|-1|394631|1991
La domenica specialmente|-1|442676|1991
Don't Tell Mom the Babysitter's Dead|-1|25196249|1991
The Doors|38000000|35183792|1991
Double Impact|16000000|30102717|1991
La double vie de Véronique|-1|1999955|1991
Drop Dead Fred|-1|13878334|1991
Dutch|-1|4603929|1991
Dying Young|-1|33669178|1991
Edward II|-1|694438|1991
Eminent Domain|-1|151098|1990
Enchanted April|-1|13200170|1992
The End of Innocence|-1|115983|1990
Ernest Scared Stupid|-1|14143280|1991
Europa|28000000|1007001|1991
Eve of Destruction|-1|5451119|1991
A Grande Arte|-1|356825|1991
F/X2|-1|21082165|1991
Father of the Bride|-1|89325780|1991
The Favour, the Watch and the Very Big Fish|-1|164767|1991
The Fisher King|24000000|41895491|1991
The Five Heartbeats|-1|8750400|1991
Flirting|-1|2415396|1991
For the Boys|-1|17860280|1991
Frankie and Johnny|-1|22773535|1991
Freddy's Dead: The Final Nightmare|5000000|31332876|1991
Fried Green Tomatoes|-1|80100000|1991
The Giant of Thunder Mountain|-1|126911|1991
Grand Canyon|-1|33243020|1991
Guilty by Suspicion|-1|9480198|1991
Hachi-gatsu no kyôshikyoku|-1|516431|1991
Hangin' with the Homeboys|1900000|532933|1991
Hard Promises|-1|306319|1991
The Hard Way|-1|25895485|1991
Harley Davidson and the Marlboro Man|23000000|7434726|1991
He Said, She Said|-1|9804775|1991
Hear My Song|-1|4313173|1991
Hearts of Darkness: A Filmmaker's Apocalypse|-1|1318449|1991
Held Hostage: The Sis and Jerry Levin Story|-1|271327|1991
Highlander II: The Quickening|30000000|15556340|1991
Highway 61|-1|291645|1991
The Hitman|-1|4654288|1991
Homicide|-1|2971661|1991
Homo Faber|-1|516517|1991
Hook|70000000|119654823|1991
Hot Shots!|-1|69467617|1991
House Party 2|5000000|19281235|1991
Hudson Hawk|65000000|17218080|1991
If Looks Could Kill|-1|7788597|1991
Impromptu|-1|4076211|1991
The Indian Runner|7000000|191125|1991
J'entends plus la guitare|-1|12011|1991
JFK|40000000|70405498|1991
Jacquot de Nantes|-1|149200|1991
Johnny Stecchino|-1|574392|1991
Jungle Fever|14000000|32482682|1991
K2|-1|3106559|1991
Kafka|11000000|1059071|1991
Kickboxer 2: The Road Back|-1|1248362|1991
King Ralph|-1|34002045|1991
A Kiss Before Dying|-1|15429177|1991
Kiss Me a Killer|-1|487632|1991
L.A. Story|-1|28862081|1991
The Last Boy Scout|-1|59509925|1991
Late for Dinner|-1|8906823|1991
Liebestraum|-1|133645|1991
Life Stinks|-1|4102526|1991
Light Sleeper|5000000|1050861|1992
Listen Up: The Lives of Quincy Jones|-1|776699|1990
Little Man Tate|-1|25010896|1991
Livin' Large!|-1|5467959|1991
London Kills Me|-1|170667|1991
Love Crimes|-1|2387928|1992
Love Potion No. 9|-1|754935|1992
Love Your Mama|-1|136175|1990
Madame Bovary|-1|1942424|1991
Madonna: Truth or Dare|4500000|15012935|1991
The Man in the Moon|-1|2853801|1991
Mannequin: On the Move|13000000|3752426|1991
The Marrying Man|-1|12454768|1991
McBain|-1|320000|1991
Mediterraneo|-1|4532791|1991
Meeting Venus|-1|1000348|1991
Men of Respect|-1|139155|1990
A Midnight Clear|5000000|1526697|1992
The Miracle|-1|835519|1991
Mississippi Masala|-1|7310000|1991
Mister Johnson|-1|1464242|1990
Mobsters|23000000|20246790|1991
Mon père, ce héros.|-1|25480000|1991
Monster in a Box|-1|311245|1992
Mortal Thoughts|-1|19018321|1991
My Girl|16500000|59847242|1991
My Heroes Have Always Been Cowboys|-1|3603615|1991
My Own Private Idaho|2500000|6401336|1991
Mystery Date|-1|6166819|1991
The Naked Gun 2½: The Smell of Fear|23000000|86930411|1991
Naked Lunch|-1|2541541|1991
Necessary Roughness|-1|26255594|1991
New Jack City|8500000|47624253|1991
Night on Earth|-1|2015810|1991
Not Without My Daughter|-1|14789113|1991
Nothing But Trouble|40000000|8479793|1991
The Object of Beauty|-1|5186392|1991
Olivier, Olivier|-1|1256355|1992
Once Around|-1|14851083|1991
One False Move|-1|1543112|1992
One Good Cop|-1|11276846|1991
Only the Lonely|-1|21830957|1991
Oscar|35000000|23562716|1991
Other People's Money|-1|35682090|1991
Out for Justice|-1|39319761|1991
Paradise|-1|18634643|1991
The Perfect Weapon|-1|14061361|1991
Point Break|24000000|43218387|1991
Poison|250000|609524|1991
Popcorn|-1|4205000|1991
The Pope Must Die|-1|582510|1991
Prime Target|-1|41378|1991
The Prince of Tides|30000000|74787599|1991
Problem Child 2|-1|25104700|1991
Proof|-1|524668|1991
Prospero's Books|-1|1750301|1991
Pure Luck|17010000|22641969|1991
Queens Logic|-1|612781|1991
Quigley Down Under|20000000|21413105|1990
A Rage in Harlem|-1|10438504|1991
The Rain Killer|-1|1696066|1990
Rambling Rose|-1|6266621|1991
The Rapture|-1|1277401|1991
Regarding Henry|-1|43001500|1991
Return to the Blue Lagoon|11000000|2807854|1991
Ricochet|-1|21760000|1991
Robin Hood: Prince of Thieves|50000000|165500000|1991
Robot Jox|10000000|1272977|1990
Rock-A-Doodle|-1|11657385|1991
The Rocketeer|-1|46704056|1991
Run|-1|4409328|1991
Rush|-1|7241350|1991
Salmonberries|-1|96717|1991
Scenes from a Mall|-1|9563393|1991
The Search for Signs of Inteligent Life in the Universe|-1|538216|1991
Sex, Drugs, Rock & Roll|-1|530392|1991
Shakes the Clown|1400000|115103|1991
Shattered|-1|11511031|1991
Shout|-1|3547684|1991
Showdown in Little Tokyo|-1|2275557|1991
Siempre felices|-1|3299382|1991
The Silence of the Lambs|19000000|130719208|1991
Slacker|23000|1228108|1991
Sleeping with the Enemy|-1|101599005|1991
Soapdish|-1|36489888|1991
Sólo con tu pareja|-1|9074|1991
Spotswood|-1|101307|1992
Star Trek VI: The Undiscovered Country|30000000|74888996|1991
Stepping Out|-1|242014|1991
Stone Cold|25000000|9286314|1991
Straight Out of Brooklyn|450000|2712293|1991
Strangers in Good Company|-1|1002689|1990
Strictly Business|-1|7683267|1991
Suburban Commando|-1|6130268|1991
The Super|-1|11000863|1991
Superstau|-1|259297|1991
Sweet Talker|-1|382510|1991
Switch|-1|15545943|1991
Szalona ambicja|-1|436132|1991
Tacones lejanos|-1|1710057|1991
Taking Care of Business|-1|20005435|1990
Talent for the Game|-1|336396|1991
Talkin' Dirty After Dark|-1|978775|1991
Teenage Mutant Ninja Turtles II: The Secret of the Ooze|25000000|78656813|1991
Terminator 2: Judgment Day|102000000|198116802|1991
Texasville|-1|2268181|1990
Thelma & Louise|16500000|45361000|1991
Toto le héros|-1|1228153|1991
Tous les matins du monde|-1|3089497|1991
Toy Soldiers|-1|15073942|1991
True Colors|-1|418807|1991
True Identity|-1|4693236|1991
Truly Madly Deeply|-1|1554742|1990
Trust|700000|356122|1990
Turtle Beach|-1|708444|1992
Twenty-One|-1|256521|1991
The Unborn|-1|1159578|1991
V.I. Warshawski|-1|11128309|1991
Van Gogh|-1|138720|1991
La vieille qui marchait dans la mer|-1|50349|1991
What About Bob?|-1|63710000|1991
Where Angels Fear to Tread|-1|1403033|1991
White Palace|-1|17487531|1990
Whore|-1|1008404|1991
Wild Hearts Can't Be Broken|-1|7300000|1991
Wishman|-1|898|1993
A Woman's Tale|-1|405137|1991
Wong Fei Hung|-1|3826459|1991
Year of the Gun|-1|1182273|1991
1492: Conquest of Paradise|47000000|7191399|1992
3 Ninjas|-1|24678909|1992
A3|-1|3098631|1992
L'accompagnatrice|-1|725519|1992
Aces: Iron Eagle III|-1|2517600|1992
Aladdin|28000000|217350219|1992
Alan & Naomi|-1|259311|1992
Alien³|63000000|55473600|1992
American Heart|-1|384048|1992
American Me|16000000|13086430|1992
Après l'amour|-1|75473|1992
The Babe|-1|17530973|1992
Back in the U.S.S.R.|-1|501036|1992
Bad Lieutenant|1000000|2000022|1992
Baraka|4000000|1250322|1992
Basic Instinct|49000000|117727000|1992
Batman Returns|80000000|162744850|1992
Bébé's Kids|-1|8442162|1992
Beethoven|-1|57114049|1992
Being at Home with Claude|-1|600000|1992
Belle epoque|-1|5971369|1992
Blame It on the Bellboy|-1|3104545|1992
The Inner Circle|-1|583979|1991
Bob Roberts|-1|4479470|1992
The Bodyguard|-1|121945720|1992
Boomerang|42000000|70100000|1992
Born to Ski|-1|1423688|1991
Brain Donors|-1|918239|1992
Braindead|3000000|242623|1992
Dracula|40000000|82522790|1992
A Brief History of Time|-1|2279692|1991
Brother's Keeper|-1|1305915|1992
Buffy the Vampire Slayer|7000000|16624456|1992
C'est arrivé près de chez vous|1000000|205569|1992
Candyman|8000000|25792310|1992
Captain America|-1|10173|1990
Captain Ron|-1|22518097|1992
Chain of Desire|-1|222552|1992
Chaplin|-1|9493259|1992
Cheap Shots|-1|1380|1989
Child's Play 3|-1|5718940|1991
Christopher Columbus: The Discovery|48000000|8251071|1992
City of Joy|27000000|14683921|1992
Claire of the Moon|130000|799674|1992
Class Act|7500000|13272113|1992
Como agua para chocolate|-1|21665500|1992
Consenting Adults|-1|21591728|1992
Conte d'hiver|-1|213687|1992
Cool World|-1|14110600|1992
